name,latitude,longitude,cuisine,phone,website,opening_hours,street,house_number,city,amenity,brand,operator,category
La Lupe Cantina,40.6973254,-73.9350839,mexican,+1-347-715-2455,https://lalupebk.com/,"Mo 16:00-22:00; Tu, We, Su 12:00-22:00; Th-Sa 12:00-23:00",Jefferson Street,9,,restaurant,,,restaurant
Sajhoma #3,40.6972098,-73.9353976,"latin_american, sandwich, american, italian",+1-718-443-0243,,,Broadway,941,,restaurant,,,restaurant
Norbert's Pizza,40.6965969,-73.9349635,,,,Mo-Su 12:00-23:00,Stuyvesant Avenue,4,,restaurant,,,restaurant
Faros,40.6427967,-73.9797979,diner,+1-718-436-5449,,,Church Avenue,95,,restaurant,,,restaurant
Paradise,40.6383559,-73.9979715,pakistani,,,,Fort Hamilton Parkway,4904,,restaurant,,,restaurant
Sushi,40.6352385,-73.9813542,sushi,,,,16th Avenue,4120,,restaurant,,,restaurant
Fentana's,40.6374341,-73.9993377,,,,,Fort Hamilton Parkway,,,restaurant,,,restaurant
La Strada,40.6379042,-73.9996623,pizza,,,,10th Avenue,5023,,restaurant,,,restaurant
3 in 1,40.6383893,-73.997941,diner,,,,13th Avenue,4902,,restaurant,,,restaurant
Holy Schnitzel,40.6321771,-73.9744663,,,https://holyschnitzel.com/holy-finder/holy-schnitzel-borough-park/,,18th Avenue,4102,Brooklyn,restaurant,,,restaurant
Naim Kosher Pizza,40.6378946,-73.9821749,,,,,15th Avenue,3904,,restaurant,,,restaurant
BK Burrito,40.6429365,-73.9911189,mexican,,,,Fort Hamilton Parkway,3914,,restaurant,,,restaurant
Tulcingo,40.6419934,-74.0137611,mexican,+1-718-439-2896,,Mo-Th 10:00-22:00; Fr-Su 10:00-23:00,5th Avenue,5520,,restaurant,,,restaurant
Leroy's,40.7335223,-73.9583596,,,,,Franklin Street,195,,restaurant,,,restaurant
Shane's,40.6741759,-73.9632476,brunch,,,,,,,restaurant,,,restaurant
Ogliastro,40.6744249,-73.963303,"pizza, brunch",+1 718 789 3700,https://www.ogliastropizza.com/,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-22:00,,,,restaurant,,,restaurant
Lowerline,40.6742194,-73.9632572,"creole, seafood",+1-347-533-7110,https://www.lowerlinebk.com,Tu-Fr 17:00-22:00; Sa 12:00-22:00; Su 12:00-18:00,,,,restaurant,,,restaurant
Little Egg,40.6776919,-73.963578,diner,,,,,,,restaurant,,,restaurant
Dallas BBQ,40.7701167,-73.9600332,barbecue,+1 212-772-9393,https://www.dallasbbq.com/upper-east-side/,"Mo-Th, Su 11:30-23:00; Fr, Sa 11:30-24:00",3rd Avenue,1265,New York,restaurant,Dallas BBQ,,restaurant
Dallas BBQ,40.8395821,-73.9404606,barbecue,+1-212-568-3700,,"Su-Th 11:00-23:00; Fr,Sa 11:00-24:00; ",Broadway,3956,New York,restaurant,Dallas BBQ,,restaurant
The Grey Dog,40.7337512,-73.9931307,"sandwich, burger, salad",+1-212-966-1060,https://www.thegreydog.com/location/the-grey-dog-union-square/,Mo-Su 08:00-21:00,University Place,90,,restaurant,,,restaurant
Garlic New York Pizza Bar,40.7451397,-73.975856,pizza,+1-646-559-9500,http://garlicny.com,,,,,restaurant,,,restaurant
Lan Larb Esan,40.745334,-73.9757137,thai,+1-212-889-1769,https://www.lanlarb2ave.com,Mo-Su 11:30-22:00,,,,restaurant,,,restaurant
Swift Eats,40.7593502,-73.9921758,,,,,9th Avenue,609,,restaurant,,,restaurant
Ajisai,40.7595043,-73.9920502,japanese,,,,9th Avenue,615,,restaurant,,,restaurant
Lenwich,40.759443,-73.9920938,sandwich,,,,9th Avenue,613,,restaurant,,,restaurant
Sweet Water,40.7184595,-73.9599718,,,https://www.sweetwaterny.com/,,,,,restaurant,,,restaurant
Emily,40.7293542,-74.0038432,pizza,+1-917-935-6434,https://www.pizzalovesemily.com,,Downing Street,35,,restaurant,,,restaurant
The Loyal,40.7321386,-74.0033283,,,http://www.loyalrestaurant.com,,,,,restaurant,,,restaurant
Avocaderia,40.7518551,-74.0051335,,,https://www.avocaderia.com/,,,269,,restaurant,,,restaurant
Milk Bar Financial District,40.7047951,-74.0065116,,,https://milkbarstore.com/,,Wall Street,110,,restaurant,,,restaurant
SUGARFISH by sushi nozawa,40.7389499,-73.9888714,sushi,+1-347 705-8100‬,https://sugarfishsushi.com/locations/flatiron/,"Su-Th 11:30-23:00; Fr,Sa 11:30-23:30",East 22nd Street,33,New York,restaurant,,,restaurant
Tacos Mexico,40.7577089,-73.8664269,mexican,,,,Northern Boulevard,102-03,,restaurant,,,restaurant
Jamaica Breeze,40.7611692,-73.8662092,jamaican,,,,31st Avenue,103-02,,restaurant,,,restaurant
El Sabor Azoqueño,40.7530493,-73.8656059,ecuadorian,,,,37th Avenue,,,restaurant,,,restaurant
Charo Restaurant,40.753116,-73.8653312,,,,,37th Avenue,102-01,,restaurant,,,restaurant
Malecom,40.7572407,-73.8678386,ecuadorian,,,,Northern Boulevard,100-14,,restaurant,,,restaurant
Angelo's Pizza,40.7505732,-73.8629293,,,,,103rd Street,39-03,,restaurant,,,restaurant
Manantial,40.7502355,-73.8609288,,,,,Roosevelt Avenue,104-21,,restaurant,,,restaurant
La Nueva Ambateñita,40.7507973,-73.8589789,equatorian,+1 718-478-2215,,,108th Street,39-24,,restaurant,,,restaurant
Usuluteco #2,40.6502351,-74.0047556,salvadoran,+1 718 439 0079,,Mo-Th 11:00-23:00; Fr 10:00-02:00; Sa-Su 10:00-02:00,,,,restaurant,,,restaurant
Bella Donna Pizzeria,40.7133969,-73.9107423,pizza,+1-718-497-1744,,,54th Street,60-91,,restaurant,,,restaurant
Pollos a la Brasa Mario,40.7587516,-73.9182472,chicken,+1 718-932-2424,,,Broadway,40-19,,restaurant,,,restaurant
The Hop Shoppe Restaurant & Bar,40.6291279,-74.0796842,,,,,Van Duzer Street,372,,restaurant,,,restaurant
Wolfgang’s Steakhouse,40.746628,-73.9820041,,+12128893369,https://wolfgangssteakhouse.net/,Mo-Su 12:00-22:30,Park Avenue,4,,restaurant,,,restaurant
Mongkhon Thai Cuisine,40.7609108,-73.9089346,thai,+1-718-777-1502,,Mo-Su 12:00-22:00,30th Avenue,47-16,,restaurant,,,restaurant
El Fogon,40.7576937,-73.8598728,,,,,Northern Boulevard,109-12,,restaurant,,,restaurant
El Coyote,40.7552491,-73.8867256,,+1 718-651-4874,https://www.elcoyoteone.com/,"Mo-Th,Su 12:00-23:00, Fr,Sa 12:00-25:00",Northern Boulevard,80-18,Jackson Heights,restaurant,,,restaurant
Bedouin Tent,40.6869656,-73.9844645,middle_eastern,+1-718-852-5555,https://bedouintentny.com,Mo-Su 11:00-22:00,,,,restaurant,,,restaurant
Bua Thai Ramen & Robata Grill,40.7763429,-73.9530891,thai,+1 212-879-7999,http://buathairamennyc.com,Mo-Th 11:00-22:30; Fr 11:00-23:30; Sa 11:30-23:30; Su 11:30-22:30,2nd Avenue,1611,,restaurant,,,restaurant
Oda House,40.7240335,-73.9821057,georgian,+12123533838,https://www.odahouse.com/,"Mo-Th 16:00-23:00; Fr 12:00-23:00; Sa,Su 11:00-23:00",Avenue B,76,,restaurant,,,restaurant
Atrium Dumbo,40.7035169,-73.9904314,french,,https://www.atriumdumbo.com/,,Main Street,15,Brooklyn,restaurant,,,restaurant
Café Paulette,40.6896146,-73.9758873,,,,,,,Brooklyn,restaurant,,,restaurant
Fleur,40.6708059,-73.9851362,chinese,+1-718-534-0110,,,,,,restaurant,,,restaurant
The Original Espinal Deli 2 Comida Dominicana,40.7538485,-73.9031732,dominican,+1 929-522-0525,,Mo-Sa 07:00-19:00,Northern Boulevard,57-19,,restaurant,,,restaurant
Sum Fung,40.7534828,-73.9065742,chinese,+1-748-932-0411,,,Northern Boulevard,54-01,,restaurant,,,restaurant
Vibes,40.6836748,-73.7701842,,,,,Merrick Boulevard,120-20,,restaurant,,,restaurant
"El Almacén, 557 Driggs Ave, Brooklyn, NY 11211, USA",40.7169461,-73.9566296,argentinian,,https://www.elalmacennyc.com/,,Driggs Avenue,557,,restaurant,,,restaurant
Jack Jones,40.7733796,-73.9065644,,,https://www.jackjonesbar.com/,,Ditmars Boulevard,38-01,,restaurant,,,restaurant
Ten-Ichi Ramen,40.6654367,-73.9829947,"ramen, japanese",+1-718-369-8809,,Tu-Su 11:30-21:30,7th Avenue,382,,restaurant,,,restaurant
Del Casa Sabor,40.6931663,-73.9127541,,,,,Wilson Avenue,446,,restaurant,,,restaurant
Modern Taco,40.692016,-73.9061689,"tacos, mexican",,,,Knickerbocker Avenue,839,,restaurant,,,restaurant
New Chinatown Restaurant,40.7828869,-73.9512532,"chinese, japanese",+1 212-987-3500,,Mo-Th 11:30-22:00; Fr 11:30-22:30; Sa 12:00-22:30; Su 12:00-22:00,3rd Avenue,1650,,restaurant,,,restaurant
Korali Estiatorio,40.7834335,-73.9508414,"greek, seafood",+1 646-964-5470,https://www.nyckorali.com/,Mo-Su 11:30-21:30,3rd Avenue,1662,,restaurant,,,restaurant
Isohama,40.7835485,-73.950757,sushi,+1 212-828-0099,https://www.isohama.com/,"Mo-Th, Su 12:00-15:30, 17:00-23:00; Fr, Sa 12:00-15:30, 17:00-23:30",3rd Avenue,1666,,restaurant,,,restaurant
Sushi Ginza Onodera,40.7523763,-73.9814434,sushi,+1 212-390-0925,https://www.sushiginzaonoderanewyork.com,"Mo-Fr 12:00-15:00, 18:00-23:00, 09:00-18:00; Sa 18:00-23:00",5th Avenue,461,,restaurant,,,restaurant
Skinny's Cantina on the Hudson,40.8202694,-73.9588986,mexican,,,,,,,restaurant,,,restaurant
Balkh Shish Kabab House,40.7742036,-73.9133194,afghan,+1-718-721-5020,,,31st Street,23-10,,restaurant,,,restaurant
Dionysos Restaurant,40.7739028,-73.9131611,greek,,,,31st Street,23-15,,restaurant,,,restaurant
Effy's Kitchen,40.7885453,-73.9488126,american,+1 646-930-3021,,10:00-21:00,Lexington Avenue,1567,,restaurant,,,restaurant
Café d'Anvers,40.7884657,-73.9488874,belgian,+1 917-723-2005,https://cafedanversnyc.com/,We-Su 05:00-21:30,Lexington Avenue,1567,,restaurant,,,restaurant
Yura's Blue Plate,40.795666,-73.9354419,,,,,1st Avenue,2248,,restaurant,,,restaurant
Pipo's,40.799484,-73.9398336,mexican,+1-212-828-2382,http://www.piposrestaurant.com,,East 118th Street,166,,restaurant,,,restaurant
Spiro's,40.5996605,-73.9501907,"burger, diner",,,,,,,restaurant,,,restaurant
Pho Hoai,40.5991391,-73.9522461,vietnamese,+1 718-616-1233,,,Avenue U,1906,,restaurant,,,restaurant
Sherdor,40.59944,-73.9520428,uzbek,+1-718-934-8888,https://sherdor-restaurant.business.site,Mo-Su 11:40-21:50,,,,restaurant,,,restaurant
Gus's Chop House,40.683464,-73.9993378,steak_house,+1-347-227-8421,https://www.guschophouse.com,Tu-Sa 17:00-22:00; Su 13:00-20:00,,,,restaurant,,,restaurant
Nan Xiang Express Soup Dumplings,40.6917299,-73.9864369,"dumpling, shanghainese",+1 929-250-2028,https://nanxiangexpress.com/,,Lawrence Street,148,,restaurant,,,restaurant
Bunna Cafe,40.7048893,-73.9278626,ethiopian,+1-347-295-2227,https://www.bunnaethiopia.net/,"Mo-Fr 12:00-23:00; Sa-Su 11:00-16:00, 17:00-23:00",Flushing Avenue,1084,,restaurant,,,restaurant
Pep's on Grand,40.7190831,-73.9969787,italian_pizza,,https://www.pepsongrand.com/,Mo-Th 17:00-22:00; Fr-Sa 13:00-23:00; Su 13:00-21:00,Grand Street,197,New York,restaurant,,,restaurant
Lichee Nut,40.6942355,-73.9927856,chinese,+1-718-522-5565,,"Mo-Sa 11:30-22:00, Su 13:30-22:00",,,,restaurant,,,restaurant
Din Soup Dumplings,40.6941911,-73.9928047,chinese,+1-718-550-3888,https://www.dinbrooklyn.com,Mo-Su 11:30-22:00,,,,restaurant,,,restaurant
Sandwich House,40.7109248,-74.0078117,italian,+1-212-566-6886,,,Ann Street,17,New York,restaurant,,,restaurant
Omar's Mediterranean Cuisine,40.7109559,-74.0078671,,,,,Ann Street,15,New York,restaurant,,,restaurant
Thai @ Lex,40.7781312,-73.9567486,thai,+1 212-288-6060,https://www.thaiatlex.com,Mo-Fr 11:30-22:00; Sa 12:00-22:00,Lexington Avenue,1244,,restaurant,,,restaurant
Malii Thai Kitchen,40.7894559,-73.943061,thai,+1 212-289-2729,https://www.maliinyc.com/,11:30-22:00,2nd Avenue,2028,,restaurant,,,restaurant
Plue,40.7889193,-73.9485485,thai,+1 929-635-2456,https://www.pluenyc.com,"Mo-Su 11:30-15:30, 16:45-21:30",Lexington Avenue,1575,,restaurant,,,restaurant
Koda Restaurant & Lounge,40.7030761,-73.9333087,american,+1-347-223-4026,http://www.kodarestaurant.com/,"Mo 12:00-16:00, 17:00-28:00; Tu-Sa 17:00-28:00; Su 17:00-24:00",Flushing Avenue,985,Brooklyn,restaurant,,,restaurant
Morton's The Steakhouse,40.7552012,-73.9786908,steak_house,,https://www.mortons.com/,,,,,restaurant,Morton's The Steakhouse,,restaurant
Hao Shi Lai,40.7601183,-73.82649,"tea, milk_tea",(929) 335-7777,,Mo-Su 10:00-22:00,Union Street,4010,Flushing,restaurant,,,restaurant
Marcelina's,40.7022687,-73.9360786,mexican,+1-718-418-9515,,,Flushing Avenue,917,,restaurant,,,restaurant
Daisy's Diner,40.6689647,-73.9866766,diner,,,24/7,,,,restaurant,,,restaurant
Fifth Avenue Diner,40.6696337,-73.986123,diner,+1-718-832-8131,,Mo-Su 07:00-21:00,,,,restaurant,,,restaurant
Fresco Tortillas,40.7562584,-73.9293522,"mexican, tacos",,,,36th Avenue,31-12,,restaurant,,,restaurant
LIC Bagel,40.7563143,-73.9294719,,+1-718-361-9500,,,36th Avenue,31-08,,restaurant,,,restaurant
Napoli Pizza & Pasta,40.7571943,-73.9268304,pizza,,,,35th Avenue,33-02,,restaurant,,,restaurant
Buvette Gastrotheque,40.7327006,-74.0043588,,,,,,,,restaurant,,,restaurant
Bijan's,40.688024,-73.9867026,"mediterranean, persian, brunch",+1-718-855-5574,https://www.bijansbrooklyn.com/,Mo-Th 11:30-02:00; Fr 11:30-04:00; Sa 11:00-04:00; Su 11:00-02:00,Hoyt Street,81,,restaurant,,,restaurant
Fresh Basil's,40.7595622,-73.9682586,italian,+1 212-888-4292,http://www.freshbasils.com/,Mo-Fr 10:00-22:00,3rd Avenue,930,,restaurant,,,restaurant
Mile End Delicatessen,40.6874914,-73.9870618,"sandwich, breakfast, canadian",+1-718-852-7510,https://www.mileenddeli.com,Mo-Fr 08:00-21:00; Sa-Su 09:00-21:00,Hoyt Street,97A,,restaurant,,,restaurant
Bravo Kosher Pizza,40.7066673,-74.0135136,"pizza, sushi",+1-212-344-1111,https://www.bravokosherdowntown.com/,Mo-Th 10:00-19:00,Trinity Place,17,New York,restaurant,,,restaurant
Mi Casa Cantina,40.6423465,-73.7831926,mexican,,,,,,,restaurant,,,restaurant
Buffalo Wild Wings,40.6409777,-73.7825279,wings,,,,,,,restaurant,Buffalo Wild Wings,,restaurant
Boulevard Bistro,40.639208,-73.7814197,,,,,,,,restaurant,,,restaurant
Juniper Bar,40.7524255,-73.9915348,,+1-212-967-2511,https://juniperbarnyc.com/,Mo-Sa 11:30-02:00; Su 11:30-00:00,West 35th Street,437,,restaurant,,,restaurant
Swagat,40.7481269,-73.9932265,indian,+1-212-967-7373,https://swagatindianfood.com/,Mo-Su 11:00-21:30,West 29th Street,205,,restaurant,,,restaurant
OPera Cafe & Lounge,40.5838655,-73.9445598,"turkish, mediterranean",+1-718-676-2992,https://www.operacafelounge.com/,,Emmons Avenue,2255,Brooklyn,restaurant,,,restaurant
Clover Hill,40.693107,-73.9987279,american,+1-347-457-6850,https://www.cloverhillbk.com,Tu-Sa 17:30-22:00,Columbia Place,20,,restaurant,,,restaurant
Macaron Café,40.7518625,-73.9890435,"french, sandwich, salad",+1-212-564-3525,https://macaroncafe.com/,Mo-Fr 07:00-19:30; Sa 09:00-19:00,West 36th Street,152,,restaurant,,,restaurant
Chopstick House,40.751597,-73.9883856,,+1-212-868-8090,https://gochopstickhouse.com/,"Mo-Fr 10:30-23:30; Sa, Su 11:30-23:00",West 36th Street,130,,restaurant,,,restaurant
Delmonico's Kitchen,40.7525209,-73.9899817,steak,+1-212-695-5220,https://delmonicoskitchen.com/,Sa 17:00-22:00; Su 17:00-21:00,West 36th Street,207,,restaurant,,,restaurant
El Sabroso,40.7540751,-73.9916562,"latin_american, ecuadorian",+1-212-284-1118,,Mo-Sa 07:00-17:00,West 37th Street,265,,restaurant,,,restaurant
Venisalvi Cafe,40.7547857,-73.9921429,"mediterranean, tapas",+1-347-839-8559,https://venisalvi.com/,"Mo-Fr 08:00-23:00; Sa, Su 10:00-23:00",West 38th Street,302,,restaurant,,,restaurant
Alan's Kitchen,40.7556117,-73.992188,mexican,+1-212-465-0592,https://www.alanskitchennyc.com,Mo-Fr 11:00-20:00; Sa 11:00-17:00,West 39th Street,316,,restaurant,,,restaurant
Aya Sushi,40.7555965,-73.9921405,"sushi, japanese",+1-212-221-5849,https://www.ayasushinewyork.com/,Mo-Th 11:00-23:00; Fr 11:00-23:30; Sa 11:30-23:00; Su 12:00-22:30,West 39th Street,316,,restaurant,,,restaurant
Poketown,40.755361,-73.9915727,hawaiian,+1-646-850-0572,http://poketownnyc.com/,Mo-Fr 11:00-21:30; Sa 11:00-21:00; Su 11:00-20:00,West 39th Street,302,,restaurant,,,restaurant
Rattle N Hum West,40.7554555,-73.9917531,"pizza, sandwich, breakfast, american",+1-917-262-0423,https://rattlenhumbarnyc.com/rattlenhumwest,"Mo-We, Su 06:00-02:00; Th-Sa 06:00-04:00",West 39th Street,306,,restaurant,,,restaurant
,40.7569712,-73.967446,,,,,East 53rd Street,251,,restaurant,,,restaurant
Aiyara Thai,40.7550458,-73.9948474,thai,+1-212-564-1822,https://aiyarathainyc.com,Mo-Th 11:30-22:15; Fr 11:30-22:45; Sa 12:00-22:15; Su 12:00-21:45,9th Avenue,480,,restaurant,,,restaurant
Desi Indo-Chinese,40.7897114,-73.9428704,"indian, chinese",+1 917-388-2382,,"Mo-Th, Sa, Su 12:00-24:00; Fr 14:00-00:00",2nd Avenue,2036,,restaurant,,,restaurant
Peppino's,40.6681833,-73.9869266,"pizza, italian",+1-718-768-7244,,We-Th 11:00-21:00; Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-21:00,,,,restaurant,,,restaurant
Lulu & Teddy's Cafe,40.794225,-73.9400173,,,,,2nd Avenue,2171,,restaurant,,,restaurant
Thai Select,40.754807,-73.9950154,thai,+1-212-695-9920,https://thaiselectny.com/,Mo-Fr 11:30-22:15; Sa 13:00-22:15; Su 13:00-21:30,9th Avenue,472,,restaurant,,,restaurant
Hà Nội Vietnamese Kitchen,40.6666489,-73.9814925,vietnamese,+1-718-788-7755,https://hanoinyc.com,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:30-22:00,,,,restaurant,,,restaurant
Supper,40.7228959,-73.985258,italian,+1-212-477-7600,https://supperrestaurant.com/,Mo-Th 16:00-00:00; Fr 16:00-01:00; Sa 11:00-01:00; Su 11:00-00:00,East 2nd Street,156,,restaurant,,,restaurant
Between the Bread,40.7518739,-74.0052935,,+1 (212) 765-1687,https://www.betweenthebread.com/,Mo-Fr 08:00-18:45,West 27th Street,609,New York,restaurant,,,restaurant
Zaytoons,40.6787076,-73.9687196,middle_eastern,+1-718-230-3200,,,,,,restaurant,,,restaurant
Cataldo's,40.680059,-73.9682207,"italian, pizza",,,,,,,restaurant,,,restaurant
Fulton Thai,40.6834487,-73.9674137,thai,+1-718-789-5931,https://fulton-thai-restaurant.business.site,"Mo-Fr 12:00-16:00,17:00-22:00; Sa-Su 17:00-21:00",,,,restaurant,,,restaurant
Good Fortune Restaurant,40.7496791,-73.8178682,chinese,,,,Kissena Boulevard,45-45,,restaurant,,,restaurant
Kong Sihk Tong,40.7548866,-73.8278438,chinese,,,,Main Street,42-35,Flushing,restaurant,,,restaurant
King Crab House,40.7586025,-73.8311359,chinese,,,,40th Road,135-11,Flushing,restaurant,,,restaurant
Junior's,40.7608042,-73.9842008,,+1 212-365-5900,https://www.juniorscheesecake.com/blog/restaurants/49thstreet/,"Mo-Th,Su 07:00-24:00; Fr-Sa 07:00-01:00",Broadway,1626,,restaurant,,,restaurant
Vegetarian Palate,40.6796133,-73.9639347,chinese,+1-718-623-8808,http://www.vegetarianpalate.com/,Mo-Th 11:30-22:30; Fr-Sa 11:30-23:30; Su 12:00-22:30,,,,restaurant,,,restaurant
Double Delight,40.6131093,-74.0003816,chinese,+1-718-331-5880,,Su 12:00-22:30; Mo off; Tu-Th 11:00-22:30; Fr-Sa 11:00-23:00,17th Avenue,7802,,restaurant,,,restaurant
El Nuevo Sabor Latino,40.6648083,-73.9938148,,+1-718-788-9063,,,4th Avenue,620,,restaurant,,,restaurant
Vinny's Restaurant,40.6818859,-73.9936013,italian,+1-718-875-5600,https://vinnysofcarrollgardens.com,Mo-Sa 11:00-22:00; Su 12:00-21:00,,,,restaurant,,,restaurant
Bar Bruno,40.6834166,-73.999908,mexican,+1-347-763-0850,http://barbrunonyc.com,Mo-Fr 12:00-24:00; Sa-Su 10:00-24:00,,,,restaurant,,,restaurant
Shinka ramen & sake bar,40.7170503,-73.9950047,japanese,,,,Bowery,93,,restaurant,,,restaurant
La Pecora Bianca,40.7549287,-73.9682465,italian,+1 212-899-9996,https://www.lapecorabianca.com/location/midtown/,Mo-Fr 11:30-23:00; Sa 09:00-23:00; Su 09:00-22:00,2nd Avenue,950,,restaurant,,,restaurant
Gracie Mews Restaurant,40.7734398,-73.9516051,diner,+1 212-861-2290,https://www.graciemewsdiner.getsauce.com/,06:00-24:00,1st Avenue,1550,,restaurant,,,restaurant
Cheesy Pizza,40.7972108,-73.9695811,pizza,+1 212-662-6312,https://www.cheesypizzabroadway.com,"Su-Th 10:00-02:00, Fr,Sa 10:00-03:00",Broadway,2640,,restaurant,,,restaurant
The Mansion Restaurant,40.7759935,-73.9468405,diner,+1 212-535-8888,https://www.mansiondiner.com,Mo-Sa 06:00-01:00; Su 06:00-24:00,York Avenue,1634,,restaurant,,,restaurant
Three Brothers Pizza,40.6949238,-73.7898874,,,,,Guy R Brewer Boulevard,109-01,,restaurant,,,restaurant
,40.6801111,-73.7934262,"caribbean, fusion",,,,Foch Boulevard,147-04,,restaurant,,,restaurant
TrinCiti Roti Shop,40.6803614,-73.8211028,west_indian,,,,111th Avenue,111-03,,restaurant,,,restaurant
The Original Venice Restaurant,40.8127411,-73.9074547,italian,+1-718-585-5164,,,East 149th Street,772,,restaurant,,,restaurant
La Bari Pizza,40.6744906,-73.7635306,pizza,+1-718-525-3185,,,Farmers Boulevard,136-13,,restaurant,,,restaurant
Xinbao,40.6708982,-73.7740256,"chinese, sushi",,,,Guy R Brewer Boulevard,137-42,,restaurant,,,restaurant
Paul & Jimmy's Ristorante,40.7367294,-73.9873227,italian,+1-212-475-9540,https://www.paulandjimmys.com/,Tu 12:00-22:00; We-Fr 12:00-23:00; Sa 13:00-23:00; Su 13:00-22:00,East 18th Street,123,New York,restaurant,,,restaurant
Javelina,40.7367842,-73.9874574,tex-mex,+1-212-539-0202,https://www.javelinatexmex.com/location/javelina-union-square/,"Mo-Th 11:00-15:00,17:00-22:00; Fr 11:00-15:00,17:00-23:00; Sa 11:00-16:00,17:00-23:00; Su 11:00-16:00,17:00-21:00",East 18th Street,119,New York,restaurant,,,restaurant
Kiku,40.6658587,-73.9822534,"sushi, japanese",+1-718-499-2288,http://brooklynkiku.com,Mo-Th 11:00-22:00; Fr 11:00-22:30; Sa 12:00-22:30; Su 12:00-22:00,,,,restaurant,,,restaurant
Tacombi,40.6869924,-73.9779035,mexican,+1-347-294-0647,https://www.tacombi.com,"Mo 11:00-21:00, Tu-We 11-222,Th-Sa 11:00-24:00, Su 11:00-21:00",,,,restaurant,Tacombi,,restaurant
Chandni Restaurant,40.7459321,-73.9878023,,2126864456,http://chandnirestaurantny.com,,29th Street,13,,restaurant,,,restaurant
La Lanterna di Vittorio,40.7306519,-74.0000731,italian,+1-917-639-3236,https://lalanternacaffe.com/,Mo-Sa 11:00-19:00; Su 12:00-18:00,,,,restaurant,,,restaurant
Sfoglia,40.7834917,-73.9528749,italian,,,"Mo, Su 17:30-21:30; Tu-Sa 17:30-22:00",Lexington Avenue,1402,,restaurant,,,restaurant
Budapest Café & Restaurant,40.7770924,-73.9525379,hungarian,+1 212-327-1105,https://budapest-cafe.business.site,Mo-Su 08:00-21:00,2nd Avenue,1631,,restaurant,,,restaurant
Supreme Eats Pizza & Pasta Corp,40.7892151,-73.9486629,"pizza, italian",+1-646-455-0303,,,Lexington Avenue,1590,,restaurant,,,restaurant
3 Decker Restaurant & Cafe,40.7808932,-73.949317,diner,+1 212-289-9936; +1 212-289-6571,,06:00-21:00,2nd Avenue,1746,,restaurant,,,restaurant
Old Tbilisi Garden,40.7288339,-74.0007577,georgian,+1 212-470-6064,https://www.oldtbilisigarden.com/,"Mo-Th, Su 12:00-22:00; Fr, Sa 12:00-23:00",Bleecker Street,174,New York,restaurant,,,restaurant
Pizza Plus,40.6659015,-73.9822178,pizza,+1-718-768-5327,https://pizzaplusmenu.com,Mo-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-22:00,,,,restaurant,,,restaurant
